id,scores
990353,-5.967955594
990354,-5.97338632
990355,-5.991678232
990356,1.476064464
990357,1.471479827
990358,-0.498527097
990359,-0.29572971
990360,1.467445228
990361,1.692130916
990362,1.853771541
990363,0.043574302
990364,-2.743666048
990365,1.533138736
990366,-3.844043292
990367,1.314695672
990368,2.847210315
990369,-1.305886231
990370,2.227325067
990371,5.248258589
990372,-2.361889167
990373,1.95407907
990374,1.990839509
990375,1.281281908
990376,-1.575788796
990377,-1.673733543
990378,1.471632183
990379,0.057629255
990380,0.253528939
990381,2.062203151
990382,2.495588948
990383,1.452472248
990384,1.092777796
990385,0.340199613
990386,-0.20274913
990387,-0.131328611
990388,-1.839764682
990390,-0.496660318
990391,-0.689375111
990392,0.63662497
990393,2.689587055
990395,2.391741454
990396,2.589161544
990397,2.210010781
990398,2.761628822
990399,-5.332311509
990400,-4.169464473
990401,0.759514989
990402,0.885188517
990403,1.953200685
990405,4.968627575
990406,2.153077172
990407,0.454455274
990408,1.660763581
990409,3.986303982
990410,-1.154942662
990411,-1.871156969
990414,-5.519127931
990415,1.223047255
990416,1.242988759
990417,1.827005289
990418,2.5324337
990419,3.998119112
990420,4.033291987
990421,2.977417817
990422,3.199218709
990423,-0.398914955
990424,-2.364254387
990425,1.279006289
990426,1.538410591
990427,1.750889994
990428,-4.195516452
990429,-3.909150789
990431,4.031067712
990433,-3.954776266
990434,4.867654569
990435,4.83114051
990436,-5.997073467
990437,-0.162579273
990438,3.223861994
990439,3.927417425
990440,-0.966885473
990441,-1.09422254
990442,2.329137584
990443,1.800229412
990444,2.576004612
990445,0.287645542
990446,1.480293776
990447,1.060712521
990448,3.505679505
990449,1.929830192
990450,5.517618181
990451,-2.795293568
990452,3.265686154
990453,0.833710262
990454,1.096040769
990455,1.949242915
990456,0.891071028
990458,-0.309190422
990459,-1.093281779
990460,2.55463155
990461,2.372144766
990462,2.444842248
990463,3.484799193
990464,-5.991674897
990465,1.764753412
990466,3.785341988
990467,0.686376907
990468,1.195862481
990469,-4.820145784
990470,1.921769384
990471,1.090358399
990472,1.217677834
990473,1.39516669
990474,4.041176023
990475,0.309166089
990476,1.27153661
990477,0.704981906
990478,1.783463164
990479,-1.391349515
990480,2.256976931
990481,2.643083859
990482,1.122429122
990483,-2.255095675
990484,-1.069805664
990485,-1.032912024
990487,-0.358789557
990488,1.883503918
990489,-0.764607407
990490,-0.49525955
990491,-2.27211712
990492,0.433291057
990493,-2.361107978
990494,3.126329208
990495,4.298902318
990496,2.045661201
990497,-4.371279098
990498,2.656768816
990499,1.138796371
990500,3.921484591
990501,1.027893292
990502,1.067671794
990503,3.358435647
990504,2.612692723
990505,3.407771456
990506,1.151840571
990507,-0.482603924
990508,1.818863526
990509,-5.954988466
990510,1.623727811
990511,1.748226533
990512,-2.360976376
990513,2.290614501
990514,2.043083504
990515,2.032717187
990516,1.85293233
990517,2.069928779
990518,-1.702785955
990519,-5.97384186
990520,-0.630028366
990521,-5.898675328
990522,4.47946322
990523,1.754081889
990524,1.718465994
990525,-4.11323247
990526,1.327188624
990527,-0.785221284
990528,-0.291450807
990530,2.094708286
990531,3.101487468
990532,0.192893053
990533,4.565143894
990534,0.783425072
990535,1.667324835
990536,-5.988380855
990537,1.61155294
990538,-0.314549821
990539,0.615092302
990540,1.906484325
990541,2.08472954
990542,2.400936247
990544,2.584543257
990545,2.641248882
990546,4.603530959
990547,3.26782165
990548,4.172236554
990549,3.670033591
990550,-5.992679282
990551,1.373575688
990552,3.132128978
990553,3.266628158
990554,1.955192448
990555,1.627159823
990556,2.722280714
990557,5.070440948
990558,4.676266387
990559,4.290989537
990560,3.003557384
990562,4.7168929
990565,0.998787523
990566,-2.038269618
990567,1.238076681
990568,-0.365377108
990569,1.876345503
990570,-1.388456941
990571,1.119019604
990572,-0.438177725
990573,-1.996824446
990574,2.245818176
990575,-3.087222362
990576,2.307241291
990577,2.599243039
990578,1.47233072
990579,1.561043253
990580,3.697536307
990581,2.594576652
990582,2.353807667
990584,-4.916515471
990585,3.743662938
990586,1.526596027
990587,-0.532224411
990588,2.490816034
990589,2.194467255
990590,0.389542694
990591,-0.085217503
990592,3.579634054
990593,1.287789219
990594,1.606741844
990595,2.756525518
990596,3.903665814
990597,2.249136503
990598,0.390566695
990599,0.534088984
990600,1.852331739
990601,1.941078773
990602,-0.249062049
990603,1.553842808
990604,4.229181371
990605,3.189828649
990606,3.640118065
990607,3.780838429
990608,2.149279478
990609,2.305297405
990610,1.93649271
990611,0.609802276
990612,-2.797144473
990613,0.274985066
990614,-5.99490793
990615,2.00815357
990616,-5.995133945
990617,-5.992666553
990618,2.734901272
990619,3.026330053
990620,4.573419561
990621,0.125058403
990622,-0.03655384
990623,0.012490999
990624,0.57705675
990625,1.094785339
990626,1.358907166
990627,1.739487656
990628,-0.639802716
990629,3.742349182
990630,1.758674403
990631,-5.843684094
990632,0.977479291
990633,1.344790385
990634,-3.152413017
990635,1.515280304
990636,-1.995795847
990637,-1.893336611
990638,-2.387292227
990639,2.787259068
990640,1.36800862
990641,-1.58830029
990642,-1.677091346
990643,0.244928331
990644,1.512895529
990645,-1.700429788
990646,3.878286866
990647,4.559209259
990648,-5.995184634
990649,-1.832069813
990651,5.18238349
990652,3.491955348
990653,3.865087308
990654,-1.303777395
990655,1.424222568
990656,-2.819107806
990657,-5.64491649
990658,-5.62485839
990659,0.854903454
990660,1.259179549
990661,-0.905154982
990662,-0.322425441
990663,2.399189231
990664,0.921781021
990665,5.130632324
990666,0.382105096
990667,0.639962126
990668,3.686963716
990669,0.769882038
990670,-1.576600813
990671,1.68058935
990672,-5.990322667
990673,1.779130983
990674,-0.635975016
990675,1.686345281
990676,1.626833013
990678,1.235365026
990679,-5.991730124
990680,-5.989821604
990681,-5.93446362
990682,-5.995428132
990683,-0.178442448
990684,-1.322206174
990685,-1.616485888
990686,-3.969982645
990687,1.315666663
990688,1.094535463
990690,1.249004364
990691,-2.926828363
990692,2.702172203
990693,0.933169934
990695,1.762923931
990696,0.525290688
990697,0.577488935
990698,0.847738903
990699,1.029559492
990700,-0.288399335
990701,0.039919311
990702,1.605604842
990703,1.570624935
990704,2.722970742
990705,-0.396815579
990706,0.724536708
990707,4.795737279
990708,4.440515681
990709,-2.332754578
990710,4.454916589
990711,5.228015173
990712,5.054218358
990713,-2.116460653
990714,1.310581218
990715,2.174715039
990716,1.9642092
990717,2.063256018
990718,1.726181991
990719,-5.919374016
990720,-5.797628075
990721,0.728012539
990722,0.59740498
990723,0.261743004
990724,0.552342837
990725,2.826604314
990726,2.616018525
990727,-2.64400949
990728,0.151201524
990729,-0.036538464
990730,-4.215923049
990731,2.27487924
990732,2.131324156
990733,0.444449461
990736,3.971144959
990737,0.775046583
990738,1.858683717
990739,1.633852288
990740,4.678217169
990741,1.861839946
990742,4.158769723
990743,4.663185105
990744,4.589101752
990745,5.316569723
990746,3.446970188
990747,1.714019591
990748,1.469082484
990749,1.12855616
990750,2.009651914
990751,-4.779005071
990752,-5.67676455
990753,-4.181645932
990754,-4.548855161
990755,-0.134101719
990756,-5.624351992
990757,-5.278820701
990758,3.353205459
990759,-3.14752181
990760,4.343319515
990761,3.84172258
990762,0.625143022
990763,-5.875461454
990764,1.741843043
990765,-5.99699026
990766,3.427048222
990767,1.714389645
990769,2.776413418
990770,0.36966639
990771,0.711834867
990772,1.800189629
990773,3.846070176
990774,2.935440172
990775,-5.996183086
990776,1.212510436
990777,1.097709134
990778,3.678256105
990779,-0.387077113
990780,-2.464893056
990781,-2.089769844
990782,3.48351364
990783,5.694425964
990784,0.925438075
990785,1.356792475
990786,2.314167444
990787,0.956662014
990788,1.649454026
990789,1.513616107
990790,-5.5777695
990791,2.453306683
990792,4.107377983
990793,1.252514676
990794,3.5853837
990795,0.412447331
990796,-0.233838951
990797,1.349447667
990798,1.515024056
990799,-4.283381796
990800,-5.950061199
990802,1.491602978
990803,-5.954241243
990804,-5.875177171
990806,1.123331601
990807,0.205569153
990808,-5.192302673
990809,-3.694151538
990810,0.809685226
990811,-5.859717495
990813,0.759484471
990814,0.851812089
990815,-0.8574455
990816,-1.05146372
990817,-0.396655608
990818,2.366394388
990819,1.949720756
990820,-0.536686021
990821,-0.85053403
990822,-1.620445158
990823,3.152002409
990824,0.024341205
990825,0.262669355
990826,-1.761050043
990828,1.217334167
990829,2.266232646
990830,3.901781483
990831,4.047421034
990832,-2.474028139
990833,2.561422345
990834,-0.303636574
990835,3.741968863
990836,2.987013413
990837,3.563177828
990838,2.494568841
990839,-0.425272963
990840,-0.18672112
990841,-2.670445556
990842,-2.627554239
990843,2.201103844
990844,1.773154476
990845,3.477541977
990846,1.833854364
990847,-0.001843655
990848,1.052893447
990849,3.923718334
990850,0.300512076
990851,-5.998370992
990852,-1.167758467
990853,1.626828484
990854,1.778745014
990855,1.816800766
990856,-3.254185615
990857,-2.576773885
990858,-5.999080914
990859,0.001745351
990860,0.283225691
990861,2.302552169
990862,3.195408631
990863,1.495769813
990864,1.776683814
990865,2.075559986
990866,-5.992641333
990868,0.328500417
990869,3.044731432
990870,2.171182804
990872,2.381042622
990873,3.880208347
990874,3.458851537
990875,1.321439858
990876,2.979199347
990877,3.441230178
990878,2.447225547
990879,1.270197431
990880,1.315322001
990881,1.482118137
990882,0.829307388
990883,0.686144501
990884,1.277067336
990885,4.923566583
990886,-5.992659566
990887,2.539213934
990889,1.423901274
990890,3.912485036
990891,-1.051556988
990892,2.234444813
990893,0.706949247
990894,0.423981315
990895,3.048398432
990896,1.911701569
990897,-1.078995979
990898,0.575535097
990900,-5.992305711
990901,-5.941010579
990902,-5.791996404
990903,5.218998299
990904,-1.170856158
990905,1.315607421
990906,-0.906428553
990907,-0.702567956
990908,0.787933914
990909,-1.690943825
990910,-2.527043564
990911,-1.595879616
990912,0.152884762
990913,-0.138650773
990916,5.319644459
990917,0.789029925
990919,-0.127416254
990920,0.28262759
990921,1.255019379
990922,1.432668914
990923,4.094132214
990924,-0.474217409
990926,0.278182876
990927,-5.933715077
990928,0.132154327
990929,-1.564742665
990930,-0.709075773
990931,-1.143531069
990932,-0.159084874
990933,-2.775856105
990934,0.299336164
990935,-0.052999063
990936,1.840537779
990937,0.902292708
990938,1.311826425
990939,0.837527159
990940,0.619641435
990941,3.437618601
990942,3.277471682
990943,3.476006504
990944,4.934430279
990945,5.43725385
990946,4.758915863
990947,1.248896747
990948,2.197720457
990949,1.011576211
990950,0.639160754
990951,1.505541627
990952,1.385691231
990953,3.406775911
990954,2.447889453
990955,-0.050473453
990956,-5.950843734
990957,-5.991013088
990958,0.542104969
990959,0.644954342
990960,4.844974324
990961,-0.097411936
990962,-1.05084007
990963,-0.943532225
990964,4.536025797
990965,1.16947472
990966,1.747763412
990967,-5.983392867
990968,1.156957265
990969,0.404914196
990970,-0.308001433
990971,0.940139274
990972,0.706828376
990973,0.921145777
990974,3.430744265
990975,3.526852934
990976,-5.99234875
990977,-5.995663845
990978,1.131130655
990979,1.120042738
990980,-0.793707601
990981,-5.991104054
990982,-5.99116892
990983,0.956125967
990984,2.96963151
990985,1.192024416
990986,-0.223206365
990987,0.021234741
990988,-0.97218833
990989,-0.968212809
990990,3.849425725
990991,1.271527501
990992,3.461183009
990993,-4.781519666
990994,-4.20179772
990995,1.395103351
990996,2.047408208
990997,1.365084404
990998,1.669291905
990999,0.160530144
991000,0.432222257
991001,1.332165752
991002,2.33679767
991003,0.954559473
991004,1.343042597
991005,2.384266156
991006,2.386791336
991007,1.423062871
991008,-5.99058143
991009,-0.452254217
991010,-0.328583006
991011,-0.229032107
991012,2.197906996
991014,0.70220137
991015,-0.061045897
991016,0.250538118
991017,-5.997774862
991018,-5.994811592
991019,2.348815483
991020,1.535927674
991021,1.284153732
991022,-1.439287707
991023,-1.103099628
991024,3.554646166
991025,-1.235979324
991026,-0.827622095
991027,0.303245264
991028,-5.997517407
991029,-5.993239198
991030,2.450377297
991031,2.438211964
991032,2.42949351
991033,-5.98074719
991034,4.072715357
991035,4.167878667
991036,1.731222139
991037,4.521210017
991038,0.894856048
991039,-5.996552574
991040,3.349302769
991041,2.87562868
991042,1.37624908
991043,-5.359798807
991044,0.021688646
991045,-0.049427134
991046,0.769593974
991047,2.832757043
991048,2.286224891
991049,-0.364305223
991050,-5.995091996
991051,4.328793866
991052,-4.070664386
991053,3.326370315
991054,1.614226423
991055,4.291041922
991056,1.301338088
991057,1.628261642
991058,-5.463284339
991059,-4.129016453
991060,2.315831748
991061,2.329198428
991062,-1.209602987
991063,3.439019063
991064,3.723505352
991065,4.360121554
991066,0.793707021
991067,-3.720994248
991068,-1.643639841
991069,-1.452944947
991070,0.583904629
991071,0.968811879
991072,1.262019983
991073,0.110828054
991074,1.680849795
991075,-5.993295591
991076,3.089912493
991077,-0.961048032
991078,-0.709714033
991079,1.35805822
991080,1.27838516
991081,2.583154479
991082,-2.385522365
991084,-4.929249288
991085,3.228501728
991086,1.928834432
991087,0.255916908
991088,0.359274593
991089,4.964919033
991090,0.763928772
991092,-2.803262334
991093,-0.583709369
991094,0.129028515
991095,-2.883360244
991096,1.899308527
991097,2.68979849
991098,0.052496555
991099,-2.639664938
991100,3.318980766
991101,-0.476390423
991102,2.967749798
991103,4.135945426
991104,1.007301895
991105,0.195078285
991106,-0.454628513
991107,2.602842483
991108,4.61307775
991109,1.0159246
991110,4.107849265
991111,-5.949819951
991112,0.236647067
991113,4.362736948
991114,3.703284572
991115,-0.109254628
991116,0.848159151
991117,-0.489783511
991118,-0.387175407
991119,0.879403535
991120,2.350996945
991121,2.587835488
991122,3.676072752
991123,1.342445615
991124,0.761374888
991125,-0.580896629
991126,2.145265374
991127,2.388884127
991128,2.443895781
991129,-0.669701741
991130,-5.937776322
991131,3.256123365
991132,3.550604734
991133,1.796202421
991134,1.845250831
991135,-0.339860431
991136,-0.392263529
991137,-5.912691489
991138,2.683334726
991139,0.927882145
991140,0.885872703
991141,-0.628893428
991142,-0.926908592
991143,-1.583579699
991144,1.269620111
991145,-4.098050572
991146,-4.230730768
991147,1.382903127
991148,4.457408738
991149,1.025380748
991150,1.744412019
991151,1.405847798
991152,0.658052672
991153,-1.629513434
991154,-5.970789972
991155,2.040621779
991156,0.110668425
991157,0.879009495
991158,4.500562165
991159,-1.596699435
991160,1.117474571
991161,1.952910195
991162,-1.494287992
991163,-1.013886439
991164,1.209976981
991165,1.311103288
991166,-0.207123701
991168,-1.362077237
991169,-0.61207252
991170,-1.182651501
991171,-1.06857862
991172,2.030503197
991173,1.103970225
991174,-2.856545787
991175,-2.557484324
991176,-2.706974403
991177,-5.587396811
991178,1.529488432
991180,-0.946660279
991181,0.414323802
991182,0.677800188
991183,-1.336903153
991184,-2.210221792
991185,1.011788945
991187,-1.540854502
991188,-2.081527258
991189,1.438897789
991190,-5.584271511
991191,-1.333221846
991192,0.529635226
991193,0.25353398
991194,2.224601108
991195,-5.998534554
991196,-0.502126297
991197,-0.918546983
991198,2.460306929
991199,-2.355476295
991200,3.391493226
991201,1.684962541
991202,2.089423018
991203,0.775429721
991204,2.053895383
991205,2.33615963
991206,3.990163524
991207,0.821849654
991208,-0.547248356
991209,2.268778632
991210,-2.22783964
991211,-4.114031105
991212,-1.963134027
991213,1.14548113
991214,4.101186183
991215,3.500346911
991216,-1.031593486
991217,-0.579672584
991218,2.831569791
991219,2.77109196
991220,-2.196121588
991221,-0.017081512
991222,-0.52766316
991223,0.146814583
991224,-0.653437576
991225,1.186872379
991226,2.670967686
991227,2.617269854
991228,0.070844117
991229,-0.028481054
991230,-0.074588465
991231,0.342377675
991232,0.110724782
991233,-0.068471316
991234,-1.854792845
991235,3.154551169
991236,-5.675378158
991237,1.23878745
991238,1.596314949
991240,3.627042538
991241,3.444921125
991242,-2.033360452
991243,-2.018070753
991244,-0.01632852
991245,0.091315703
991246,1.430301344
991247,-3.332716902
991248,-1.936045158
991249,1.03972952
991250,1.394137807
991251,0.960880243
991252,-0.315972539
991253,-0.426225298
991254,3.679566776
991255,1.065734407
991256,0.775242152
991257,-3.238212986
991258,-5.969858581
991259,2.164346039
991260,2.446442008
991261,2.891136793
991262,-0.881464408
991263,1.07421662
991264,-0.282076227
991265,1.565382323
991266,1.514796911
991267,2.279814156
991268,1.188024855
991269,0.25506967
991270,1.102184124
991272,-5.992500802
991273,1.75525214
991274,0.67336831
991275,-3.892022016
991276,-0.864147334
991277,-2.517034462
991278,-0.000539501
991279,-5.97749878
991280,1.44822333
991281,0.543178276
991282,0.254838807
991283,4.299101964
991284,2.520350917
991285,1.633466768
991286,1.19408328
991287,3.19161035
991288,-2.781338898
991289,1.12685776
991290,1.422540103
991291,5.460664762
991293,-0.036404662
991294,0.226033402
991295,1.973321217
991296,-2.092714334
991297,-5.985969843
991298,-1.46480741
991299,-1.51256476
991300,-1.44680512
991301,1.573550796
991302,1.710212711
991303,0.74898307
991304,-1.887063594
991305,-2.099797555
991306,0.413617641
991307,0.240404412
991308,3.112134225
991309,2.067165963
991310,2.125475476
991311,0.142011881
991313,-5.996960514
991314,0.773837781
991315,3.21474245
991317,2.354882138
991318,2.257810913
991319,2.513405689
991320,0.579286473
991321,-5.791501747
991322,-5.692247607
991323,-0.254918971
991324,-0.286569861
991325,1.456435112
991326,1.7157177
991327,2.049470153
991329,1.961139497
991330,3.305374138
991331,1.14770594
991332,2.356114432
991333,1.108374158
991334,1.020700821
991335,1.348778619
991336,2.780341483
991337,1.56320253
991338,-1.666216398
991339,1.198274576
991340,2.422027061
991341,2.910457421
991342,-0.422926271
991343,-0.091317068
991344,1.652494278
991345,-0.175310179
991346,-1.874722133
991348,-0.560114303
991349,-5.993045709
991350,-2.094811643
991351,-0.734480081
991352,1.710633868
991353,1.696286077
991354,2.415058994
991355,-0.989587897
991356,-1.644110218
991357,0.544270603
991358,-0.648719118
991359,-5.988089645
991360,0.851959146
991363,-1.611918228
991364,-1.013983028
991365,-3.220061788
991366,-2.882671669
991367,1.758269814
991368,2.67934415
991369,1.689352617
991370,-5.282677819
991371,2.330261334
991372,1.755219303
991373,-5.968079068
991374,0.593672895
991375,3.097045971
991376,1.593137152
991377,2.0142508
991378,0.812292065
991379,-1.531123506
991380,-1.307304443
991381,-0.831301608
991382,5.142048318
991384,1.176383396
991385,-0.201002291
991386,-0.823012714
991387,0.778326376
991388,0.689142453
991389,1.373846482
991390,1.2241643
991391,1.12975027
991392,1.310831161
991393,-0.453924364
991394,1.395381338
991395,3.785759881
991396,-4.135473138
991397,0.575931178
991398,-0.096660718
991399,0.313650801
991400,-5.987188889
991401,-0.375058148
991402,0.905329296
991403,4.59706319
991404,4.382899063
991405,-1.624477244
991406,1.688632768
991407,-0.407222855
991408,-4.055869731
991409,-1.183096753
991410,-1.251830011
991411,-1.025982519
991412,-1.171764868
991413,-1.503459228
991414,2.251230704
991415,-1.863668139
991416,-2.313831663
991417,2.058759062
991419,3.138126246
991420,0.931081339
991421,3.227159114
991422,3.414987352
991424,3.253450091
991425,2.824281025
991426,2.812000489
991427,2.531736851
991428,0.14470734
991430,3.615732869
991431,1.45103119
991432,3.80456638
991433,3.610649395
991435,2.624589536
991436,2.021537658
991437,2.838413086
991438,3.687970597
991440,2.704462007
991442,2.966270791
991443,2.982654155
991445,3.261185413
991446,3.117775105
991447,1.73721318
991448,3.477149317
991449,3.041069528
991451,1.184347561
991452,2.622948856
991453,2.3808039
991454,3.731768674
991455,1.6044322
991456,0.240595093
991457,1.207582604
991458,1.675428898
991459,3.028803136
991460,-4.314858388
991461,-3.906285386
991462,3.423395068
991463,0.917614834
991464,1.01040474
991465,-5.994393081
991466,-5.98428688
991467,1.297817607
991468,0.410863881
991470,0.008523381
991471,-2.865799268
991472,-4.001215442
991473,-3.755036224
991474,2.377496212
991475,2.00943804
991476,1.557572127
991477,-2.417604119
991479,2.906280249
991480,5.301544676
991481,3.874329335
991482,0.39829399
991483,2.854057703
991484,3.265564412
991485,2.004325213
991486,1.783961862
991487,2.436035246
991488,2.853848479
991489,3.081662407
991490,2.982123214
991491,3.660567478
991492,1.246121965
991493,1.050084987
991495,0.803057699
991497,2.911682198
991498,2.526508833
991499,2.933517361
991500,2.897430077
991501,3.23785521
991502,2.6255446
991503,2.889823283
991504,3.747391734
991505,3.330333327
991506,-1.563993564
991507,-2.923112123
991508,-1.303222241
991510,2.4502026
991511,-3.213138501
991512,0.194824294
991513,-0.898172578
991514,-1.034697811
991515,-4.054752714
991516,-4.212992706
991517,-0.896989983
991518,1.331098942
991519,3.805445088
991520,-3.844162045
991521,-1.552811125
991522,-1.555149096
991523,1.066012101
991525,0.774667822
991527,1.034246662
991528,-3.907137568
991529,-2.985224056
991530,-2.578270044
991531,0.38207716
991532,0.385477491
991533,0.395639785
991534,-1.413129864
991535,-5.998771011
991536,-2.232025848
991537,-5.998508614
991538,3.650447086
991539,0.314520959
991540,2.40648313
991541,-3.79144601
991542,-0.321265648
991543,-5.990031575
991544,-4.828895032
991545,-3.895021599
991546,-2.698676762
991547,1.237744481
991548,0.22808729
991549,-2.964132499
991550,-2.913498041
991551,2.297704122
991552,2.44070387
991553,-3.325506101
991554,-2.127062775
991555,-2.21488736
991556,0.519480959
991557,-2.733910624
991558,-5.986627218
991559,-5.957266403
991560,-0.113526593
991561,-2.38513126
991562,-1.771357586
991563,-3.348429318
991564,-1.908408487
991565,-2.05349802
991566,-0.553823047
991567,2.68744751
991568,3.314878325
991569,-1.942348197
991570,2.324379196
991571,4.365868545
991572,1.635472448
991573,4.861994819
991574,3.19156639
991575,3.583716509
991576,2.136139251
991577,1.132266577
991578,1.417776382
991579,1.596239024
991580,2.311917867
991581,2.255181381
991582,1.781060266
991583,1.265945941
991584,0.778011353
